Date,Close,Volume,StockSplits,Ticker
2023-12-19,428.8200073242188,212400,0.0,TDY
2023-12-20,421.9800109863281,258800,0.0,TDY
2023-12-21,426.2999877929688,226300,0.0,TDY
2023-12-22,433.4500122070313,219400,0.0,TDY
2023-12-26,437.4800109863281,125700,0.0,TDY
2023-12-27,441.7300109863281,239500,0.0,TDY
2023-12-28,444.2099914550781,241400,0.0,TDY
2023-12-29,446.2900085449219,313500,0.0,TDY
2024-01-02,438.2999877929688,310500,0.0,TDY
2024-01-03,439.3399963378906,309200,0.0,TDY
2024-01-04,438.1900024414063,251000,0.0,TDY
2024-01-05,435.4700012207031,165700,0.0,TDY
2024-01-08,441.2999877929688,209400,0.0,TDY
2024-01-09,438.25,160800,0.0,TDY
2024-01-10,440.8299865722656,153900,0.0,TDY
2024-01-11,440.2300109863281,114800,0.0,TDY
2024-01-12,440.4599914550781,169700,0.0,TDY
2024-01-16,436.5700073242188,165600,0.0,TDY
2024-01-17,425.4100036621094,227900,0.0,TDY
2024-01-18,432.5400085449219,192700,0.0,TDY
2024-01-19,435.6300048828125,170800,0.0,TDY
2024-01-22,438.6600036621094,198500,0.0,TDY
2024-01-23,441.9800109863281,246900,0.0,TDY
2024-01-24,417.9200134277344,490500,0.0,TDY
2024-01-25,424.9100036621094,303800,0.0,TDY
2024-01-26,418.9599914550781,213000,0.0,TDY
2024-01-29,429.1700134277344,211200,0.0,TDY
2024-01-30,428.2699890136719,177700,0.0,TDY
2024-01-31,418.4700012207031,273800,0.0,TDY
2024-02-01,427.5799865722656,300300,0.0,TDY
2024-02-02,432.739990234375,177000,0.0,TDY
2024-02-05,430.4100036621094,175000,0.0,TDY
2024-02-06,434.0400085449219,165100,0.0,TDY
2024-02-07,432.0899963378906,225400,0.0,TDY
2024-02-08,430.6700134277344,167300,0.0,TDY
2024-02-09,434.0299987792969,148200,0.0,TDY
2024-02-12,427.0700073242188,214500,0.0,TDY
2024-02-13,420.1900024414063,240000,0.0,TDY
2024-02-14,427.5299987792969,191000,0.0,TDY
2024-02-15,431.4800109863281,248400,0.0,TDY
2024-02-16,432.260009765625,162900,0.0,TDY
2024-02-20,430.760009765625,193600,0.0,TDY
2024-02-21,426.4800109863281,206200,0.0,TDY
2024-02-22,430.9400024414063,142300,0.0,TDY
2024-02-23,432.8699951171875,125000,0.0,TDY
2024-02-26,426.2300109863281,208500,0.0,TDY
2024-02-27,424.8999938964844,127900,0.0,TDY
2024-02-28,425.4299926757813,277500,0.0,TDY
2024-02-29,427.2699890136719,296200,0.0,TDY
2024-03-01,425.0,215600,0.0,TDY
2024-03-04,428.4500122070313,357600,0.0,TDY
2024-03-05,423.2099914550781,203600,0.0,TDY
2024-03-06,425.4100036621094,167400,0.0,TDY
2024-03-07,428.1400146484375,127100,0.0,TDY
2024-03-08,425.9800109863281,210600,0.0,TDY
2024-03-11,424.8999938964844,140300,0.0,TDY
2024-03-12,424.8699951171875,170500,0.0,TDY
2024-03-13,421.239990234375,190700,0.0,TDY
2024-03-14,415.55999755859375,227100,0.0,TDY
2024-03-15,415.1199951171875,286900,0.0,TDY
2024-03-18,414.6799926757813,237500,0.0,TDY
2024-03-19,421.5,201100,0.0,TDY
2024-03-20,423.7000122070313,247500,0.0,TDY
2024-03-21,423.5400085449219,253100,0.0,TDY
2024-03-22,424.0299987792969,169900,0.0,TDY
2024-03-25,422.010009765625,180700,0.0,TDY
2024-03-26,423.4500122070313,217900,0.0,TDY
2024-03-27,429.010009765625,182300,0.0,TDY
